Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,01/08/2011,CFADDAY19824381,REDACTED UNDER DP ACT,3650.96,ASSISTED LIVING SOUTH WEST,231671,,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824382,REDACTED UNDER DP ACT,1681,ASSISTED LIVING SOUTH WEST,231671,,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824383,REDACTED UNDER DP ACT,3226.96,ASSISTED LIVING SOUTH WEST,231671,,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDOM19841387,REDACTED UNDER DP ACT,22896.5,AXE VALLEY CARE LTD,202776,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841388,REDACTED UNDER DP ACT,25969.88,AXE VALLEY CARE LTD,202776,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841389,REDACTED UNDER DP ACT,23309.18,AXE VALLEY CARE LTD,202776,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841390,REDACTED UNDER DP ACT,6211.92,AXE VALLEY CARE LTD,202776,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841391,REDACTED UNDER DP ACT,16450.55,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841392,REDACTED UNDER DP ACT,19107.75,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841393,REDACTED UNDER DP ACT,19053,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841394,REDACTED UNDER DP ACT,15614.7,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841395,REDACTED UNDER DP ACT,1843.25,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,FINTBAD20240903,14380,949,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,FINTBAD20240904,14379,934.4,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,FINTBAD20240906,14381,1251.95,CARETIME SERVICES LIMITED,210505,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841341,REDACTED UNDER DP ACT,15046.02,DEVON & CORNWALL CARE SERVICES,89806,,Adult & Community Services,Care Block - Private (3rd),5702,B
18,Devon County Council,01/08/2011,CFADDOM19841342,REDACTED UNDER DP ACT,2393.6,DEVON & CORNWALL CARE SERVICES,89806,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDAY19824292,REDACTED UNDER DP ACT,6634,HAVENCARE (PLYMOUTH) LTD,94000,,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824293,REDACTED UNDER DP ACT,26367.7,HAVENCARE (PLYMOUTH) LTD,94000,,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDOM19841459,REDACTED UNDER DP ACT,683.48,HAVENCARE (PLYMOUTH) LTD,94000,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841460,REDACTED UNDER DP ACT,683.48,HAVENCARE (PLYMOUTH) LTD,94000,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDAY17302242,REDACTED UNDER DP ACT,-19733.7,HAVENCARE (PLYMOUTH) LTD,94000,,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824233,REDACTED UNDER DP ACT,660,LEONARD CHESHIRE FOUND S W REGIO,88647,899322375,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824268,REDACTED UNDER DP ACT,3614.6,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824269,REDACTED UNDER DP ACT,1092.8,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824271,REDACTED UNDER DP ACT,633.6,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824272,REDACTED UNDER DP ACT,2379.48,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824273,REDACTED UNDER DP ACT,2522.28,LIFEWAYS COMMUNITY CARE LTD,90003,774168208,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDAY19824294,REDACTED UNDER DP ACT,1923.48,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,774168208,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,CFADDOM19841468,REDACTED UNDER DP ACT,794.7,PULSE COMMUNITY HEALTHCARE,215286,676285493,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDOM19841396,REDACTED UNDER DP ACT,16800.56,Q CARE LTD,253549,,Adult & Community Services,Care Block - Private (3rd),5702,B
18,Devon County Council,01/08/2011,CFADDOM19841397,REDACTED UNDER DP ACT,18190.15,Q CARE LTD,253549,,Adult & Community Services,Care Block - Private (3rd),5702,B
18,Devon County Council,01/08/2011,CFADDAY19824386,REDACTED UNDER DP ACT,2801.76,SOUTH DEVON RURAL HOUSING ASC,277440,,Adult & Community Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,01/08/2011,CFADDAY19824274,REDACTED UNDER DP ACT,1568,WOODMILL THE,90173,,Adult & Community Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,01/08/2011,FINMDAD20219607,2008,5785.25,AGE CONCERN CREDITON,35273,,Adult & Community Services,Payments to Vol Providers (3rd),5501,BUSN
18,Devon County Council,01/08/2011,CFADDOM19841386,REDACTED UNDER DP ACT,10888.5,ALLIED HEALTHCARE GROUP,185421,,Adult & Community Services,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,01/08/2011,FINTBAD20240815,43,632,BAKER DAMIAN,101504,,Adult & Community Services,Adaptations - Private (3rd),5709,BUSN
18,Devon County Council,01/08/2011,GALAXY20252230,01312218,1422.41,BERTRAM LIBRARY SERVICES,20496,698483561,Adult & Community Services,Books & Publications,4006,BUSN
18,Devon County Council,01/08/2011,GALAXY20252232,01314787,712.8,BERTRAM LIBRARY SERVICES,20496,698483561,Adult & Community Services,Books & Publications,4006,BUSN
18,Devon County Council,01/08/2011,CFADDAY19824379,REDACTED UNDER DP ACT,4612.8,BRAIN INJURY REHABILITATION TRST,213684,,Adult & Community Services,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,01/08/2011,CFADDAY19824297,REDACTED UNDER DP ACT,782.05,BRAIN INJURY REHABITITATION TRST,155693,,Adult & Community Services,Individualised Support - Private (3rd),5706,BUSN
