Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Vat Reg No,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,2021-04-06 00:00:00,ACOH35003311,9028,1138.04,STEP BY STEP INDEPENDENCE LTD,115100,797440976,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,2021-04-06 00:00:00,ACOH35501000,4057,450,VERNON LTD M A,298514,844876971,Adult Care & Health,Care Spot - Private (3rd),5701,LTD
18,Devon County Council,2021-04-06 00:00:00,ACOH35501001,M91,1355.2,BAY CARE GROUP,262868,,Adult Care & Health,Care Block - Private (3rd),5702,B
18,Devon County Council,2021-04-06 00:00:00,CAPEELOC35003039,REDACTED UNDER DP ACT,1062,REDACTED UNDER DP ACT,286898,188473949,Children's Services,Section 17 Payments (3rd),5710,LTD
18,Devon County Council,2021-04-06 00:00:00,CFADDAY18201800,REDACTED UNDER DP ACT,-873.22,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,915896970,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2021-04-06 00:00:00,CFADDAY18201803,REDACTED UNDER DP ACT,-5957.64,THE REGARD PARTNERSHIP LTD,373505,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35043524,REDACTED UNDER DP ACT,670.32,THERA SOUTH WEST,261094,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516600,REDACTED UNDER DP ACT,721.6,AGE UK EXETER,34456,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516614,REDACTED UNDER DP ACT,3354.76,SENSE,76729,524704461,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516615,REDACTED UNDER DP ACT,1670.4,SENSE,76729,524704461,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516616,REDACTED UNDER DP ACT,636.44,SENSE,76729,524704461,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516617,REDACTED UNDER DP ACT,613.76,SENSE,76729,524704461,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516622,REDACTED UNDER DP ACT,588.06,PARKVIEW SOCIETY THE,91758,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516624,REDACTED UNDER DP ACT,1275.12,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,915896970,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2021-04-06 00:00:00,CFADDAY35516625,REDACTED UNDER DP ACT,1428,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,915896970,Adult Care & Health,Individualised Support - Private (3rd),5706,B
