Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,07/08/2013,CFADRES30840226,REDACTED UNDER DP ACT,5990.96,AAA ELDERLY CARE LTD/ST SAVIOURS,298874,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840908,REDACTED UNDER DP ACT,5990.96,AAA ELDERLY CARE LTD/ST SAVIOURS,298874,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30839977,REDACTED UNDER DP ACT,7502.88,AARON COURT,173212,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840661,REDACTED UNDER DP ACT,7584.32,AARON COURT,173212,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30840201,REDACTED UNDER DP ACT,4838.55,ABBEYFIELD - SHANDFORD,292973,231972268,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30839647,REDACTED UNDER DP ACT,6555.98,ABBEYFIELD E DEV EXTRA CARE SOC,88511,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840331,REDACTED UNDER DP ACT,6555.98,ABBEYFIELD E DEV EXTRA CARE SOC,88511,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,16/08/2013,ACMLDMH30705746,INCS001759,4451.08,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,27/08/2013,ACMLDMH30705868,INCS000083,3527.74,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,27/08/2013,ACMLDMH30705869,INCS000459,3658.4,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,27/08/2013,ACMLDMH30705870,INCS0000835,3658.4,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,27/08/2013,ACMLDMH30705871,INCS001246,3658.4,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,27/08/2013,ACMLDMH30705872,INCS001828,3658.4,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,16/08/2013,ACMOPEN30723541,INCS001973,4211.68,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30839907,REDACTED UNDER DP ACT,1537.3,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840591,REDACTED UNDER DP ACT,1537.3,ACTION ON HEARING LOSS,121442,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30839830,REDACTED UNDER DP ACT,1310,ADDACTION LTD T/A CHY COLOM,90883,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840409,REDACTED UNDER DP ACT,17514.44,ADELAIDE LODGE CARE HOME PRTNSHP,89773,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30840159,REDACTED UNDER DP ACT,782,ADL CARE - T/A JUBILEE HOUSE,278152,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840843,REDACTED UNDER DP ACT,782,ADL CARE - T/A JUBILEE HOUSE,278152,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,23/08/2013,CFADDOM30813627,REDACTED UNDER DP ACT,19053.47,ADVENT CARE TEAM LTD,168316,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,23/08/2013,CFADDOM30813628,REDACTED UNDER DP ACT,5960.14,ADVENT CARE TEAM LTD,168316,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFSUPP30947314,REDACTED UNDER DP ACT,1202.92,ALABARE CHRISTIAN CARE CENTRES,226086,,People Services,Accomodation Based Services (3rd),5707,B
18,Devon County Council,07/08/2013,CFADRES30839630,REDACTED UNDER DP ACT,14325.4,ALBAN HOUSE,87208,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840314,REDACTED UNDER DP ACT,14415.4,ALBAN HOUSE,87208,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30840061,REDACTED UNDER DP ACT,1843.76,ALINTHIA HOUSE,218317,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840746,REDACTED UNDER DP ACT,1843.76,ALINTHIA HOUSE,218317,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30839835,REDACTED UNDER DP ACT,2507.42,ALLIED BACK-UP PROJECT,90897,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840520,REDACTED UNDER DP ACT,2507.42,ALLIED BACK-UP PROJECT,90897,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,07/08/2013,CFADRES30839738,REDACTED UNDER DP ACT,7338.14,ALPHINGTON LODGE RESIDENTIAL HME,89941,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,21/08/2013,CFADRES30840422,REDACTED UNDER DP ACT,7338.14,ALPHINGTON LODGE RESIDENTIAL HME,89941,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,06/08/2013,CFCLEAV30887873,REDACTED UNDER DP ACT,2486.13,AMBER FOUNDATION THE,117951,,People Services,Cl-Supported Accom-Rel Child (3rd),5771,B
18,Devon County Council,13/08/2013,CFCLEAV30888065,REDACTED UNDER DP ACT,531.84,AMBER FOUNDATION THE,117951,,People Services,Cl-Supported Accom-Rel Child (3rd),5771,B
18,Devon County Council,12/08/2013,CFADDOM30812882,REDACTED UNDER DP ACT,1139.2,ANGEL HOMECARE,210685,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,12/08/2013,CFADDOM30812884,REDACTED UNDER DP ACT,598.08,ANGEL HOMECARE,210685,,People Services,Care Spot - Private (3rd),5701,B
