Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,01/03/2019,ACOH34001468,4074088,18603.93,TORBAY AND SOUTH DEVON NHS,290092,654941219,Adult Care & Health,Care Spot - Private (3rd),5701,WGA
18,Devon County Council,01/03/2019,BSS34002676,DCC261,700,MAN WITH A VAN SERVICES,316053,,Capital Expenditure,Fittings & Furnishings long life > 5 yrs,C601,SOLE
18,Devon County Council,01/03/2019,BSS34002679,DCC262,892,MAN WITH A VAN SERVICES,316053,,Capital Expenditure,UPG New constr - main contract costs,C225,SOLE
18,Devon County Council,01/03/2019,EXCHEQ17911096,2244789,-618,PEARSON EDUCATION,22002,278537121,Children's Services,Subscriptions,4801,LTD
18,Devon County Council,01/03/2019,EXCHEQ17911100,E6556118,-1295.44,KENT COUNTY COUNCIL,83992,204269191,Children's Services,Electricity,2302,WGA
18,Devon County Council,01/03/2019,EXCHEQ17911101,E6556123,-1253.63,KENT COUNTY COUNCIL,83992,204269191,Children's Services,Electricity,2302,WGA
18,Devon County Council,01/03/2019,EXCHEQ17911102,E6556562,-1284.3,KENT COUNTY COUNCIL,83992,204269191,Children's Services,Electricity,2302,WGA
18,Devon County Council,01/03/2019,EXCHEQ34325953,DJ170,1680,JEFFERY DARRAN,343048,,Capital Expenditure,UPG New constr - other contract costs,C226,SOLE
18,Devon County Council,01/03/2019,EXCHEQ34326362,12901-4697,480,PREMIER SPORT (SHROPHAM),200173,270449403,Children's Services,Other professional Services Schools,4377,BUSN
18,Devon County Council,01/03/2019,EXCHEQ34326370,ESP0835,755,EXETER SUPPLY PARTNERSHIP,339740,256362790,Children's Services,External Agency Staff,4321,WGA
18,Devon County Council,01/03/2019,EXCHEQ34326374,E6538117,1190.26,KENT COUNTY COUNCIL,83992,204269191,Children's Services,Electricity,2302,WGA
18,Devon County Council,01/03/2019,EXCHEQ34326400,4266369,816,RANDSTAD PUBLIC SERVICES LIMITED,60305,154186115,Children's Services,Pay - Supply Teachers/non contract hours,1020,LTD
18,Devon County Council,01/03/2019,EXCHEQ34326433,INV-0013,1680,HORWOOD COOMBE FOREST SCHOOL,315946,,Children's Services,Scraps Interface Error Suspense,EX29,BUSN
