Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense type,Expense code,Creditor type
18,Devon County Council,01/07/2025,22015671,515.42,OCEAN HEALTHCARE,371633,776836374,Integrated Adult Social Care,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017997,500,DR ROBERT HADDEN,325506,,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017796,587,PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22018030,655.9,CANSFORD LABORATORIES LIMITED,321040,104878015,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22018028,683,LEXTOX,308992,111581940,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22018029,729,LEXTOX,308992,111581940,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017719,853,PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017720,853,PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017737,853,PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017746,853,PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017800,853,PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22018022,"1,000.00",DR ROBERT HADDEN,325506,,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22014547,"1,287.50",EDUCATION SOUTH WEST,364386,,Performance & Partnerships,Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22010118,"2,074.47",UNIVERSITY OF EXETER-FINANCE OFF,4630,142047795,"Climate Change, Environment & Transport",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22014172,"2,500.00",DR LEONID SEMKIN,345492,,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22018636,"2,938.00",ARMADA SOCIAL WORK SERVICES LIMITED,382784,395853540,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22009309,"4,526.90",LEUNG HOI KI,394840,,"Chief Exec, Legal & Democratic services",Fees,A44038,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22005151,509.25,BE YOUR BEST MENTORING LIMITED,385179,426486966,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22005159,509.25,BE YOUR BEST MENTORING LIMITED,385179,426486966,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22016843,576,TUTE EDUCATION LIMITED,307284,144985182,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22008343,712.95,TEAM EDUCATE LIMITED BACS,371802,336808777,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22005519,794.7,SUPPORT'ED LIMITED,352913,373393085,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22003106,821.94,NEXT STEPS EDUCATION LIMITED,389810,440621822,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22008833,821.94,NEXT STEPS EDUCATION LIMITED,389810,440621822,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22008827,880.65,NEXT STEPS EDUCATION LIMITED,389810,440621822,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22014381,900,TUTE EDUCATION LIMITED,307284,144985182,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22018685,900,TUTE EDUCATION LIMITED,307284,144985182,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22011156,927.15,SUPPORT'ED LIMITED,352913,373393085,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22003084,939.36,NEXT STEPS EDUCATION LIMITED,389810,440621822,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22017125,"1,114.41",TEAM EDUCATE LIMITED BACS,371802,336808777,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22016837,"1,125.00",TUTE EDUCATION LIMITED,307284,144985182,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22003416,"1,350.33",NEXT STEPS EDUCATION LIMITED,389810,440621822,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22003407,"1,409.04",NEXT STEPS EDUCATION LIMITED,389810,440621822,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,01/07/2025,22003414,"1,409.04",NEXT STEPS EDUCATION LIMITED,389810,440621822,Children & Young People's Futures,Services for Educational Estabs - Devon,A44180,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
