Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,03/02/2016,CFADRES32127704,REDACTED UNDER DP ACT,2120.12,AARON COURT,173212,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128330,REDACTED UNDER DP ACT,5913.7,AARON COURT,173212,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127860,REDACTED UNDER DP ACT,6723,ABBEYFIELD - SHANDFORD,292973,231972268,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128484,REDACTED UNDER DP ACT,6723,ABBEYFIELD - SHANDFORD,292973,231972268,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127406,REDACTED UNDER DP ACT,7054.84,ABBEYFIELD E DEV EXTRA CARE SOC,88511,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128035,REDACTED UNDER DP ACT,7054.84,ABBEYFIELD E DEV EXTRA CARE SOC,88511,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127379,REDACTED UNDER DP ACT,7227.42,ABBOTSFIELD NURSING HOME,86776,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128009,REDACTED UNDER DP ACT,7227.42,ABBOTSFIELD NURSING HOME,86776,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127937,REDACTED UNDER DP ACT,978.72,ABBOTSLEIGH DEMENTIA NURSING AND,322166,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128561,REDACTED UNDER DP ACT,978.72,ABBOTSLEIGH DEMENTIA NURSING AND,322166,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127397,REDACTED UNDER DP ACT,1782.2,ACTION ON HEARING LOSS (LONDON),87497,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127636,REDACTED UNDER DP ACT,8956.36,ACTION ON HEARING LOSS (LONDON),121442,564524337,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128026,REDACTED UNDER DP ACT,1782.2,ACTION ON HEARING LOSS (LONDON),87497,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128263,REDACTED UNDER DP ACT,8956.36,ACTION ON HEARING LOSS (LONDON),121442,564524337,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127987,REDACTED UNDER DP ACT,1140,ADAMSCOURT / VAUXIAN HOTELS LTD,332687,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128612,REDACTED UNDER DP ACT,1140,ADAMSCOURT / VAUXIAN HOTELS LTD,332687,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127476,REDACTED UNDER DP ACT,25292.57,ADELAIDE LODGE CARE HOME PRTNSHP,89773,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128103,REDACTED UNDER DP ACT,28463.14,ADELAIDE LODGE CARE HOME PRTNSHP,89773,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,15/02/2016,CFADDAY32076968,REDACTED UNDER DP ACT,3211.88,ADVANCE ENABLING ST JOHNS,233033,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/02/2016,CFADDAY32076969,REDACTED UNDER DP ACT,1737.12,ADVANCE ENABLING ST JOHNS,233033,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/02/2016,CFADDAY32076970,REDACTED UNDER DP ACT,1737.12,ADVANCE ENABLING ST JOHNS,233033,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/02/2016,CFADDAY32076971,REDACTED UNDER DP ACT,1957,ADVANCE ENABLING ST JOHNS,233033,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,15/02/2016,CFADDAY32076972,REDACTED UNDER DP ACT,3048.8,ADVANCE ENABLING ST JOHNS,233033,,People Services,Individualised Support - Private (3rd),5706,B
18,Devon County Council,08/02/2016,CFADDOM32107341,REDACTED UNDER DP ACT,7159.06,ADVENT CARE TEAM LTD,168316,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,15/02/2016,SOCCOMM32611199,PP118/11,8468.5,ALABARE CHRISTIAN CARE CENTRES,226086,,People Services,Floating Support Service (3rd),5708,B
18,Devon County Council,03/02/2016,CFADRES32127392,REDACTED UNDER DP ACT,14711.16,ALBAN HOUSE,87208,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128021,REDACTED UNDER DP ACT,12483.33,ALBAN HOUSE,87208,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127767,REDACTED UNDER DP ACT,966,ALINTHIA HOUSE,218317,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128392,REDACTED UNDER DP ACT,966,ALINTHIA HOUSE,218317,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127570,REDACTED UNDER DP ACT,2391.58,ALLIED BACK-UP PROJECT,90897,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128197,REDACTED UNDER DP ACT,2391.58,ALLIED BACK-UP PROJECT,90897,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,03/02/2016,CFADRES32127964,REDACTED UNDER DP ACT,8287.27,ALPHINGTON LODGE,326200,,People Services,Care Spot - Private (3rd),5701,B
18,Devon County Council,17/02/2016,CFADRES32128588,REDACTED UNDER DP ACT,23764.04,ALPHINGTON LODGE,326200,,People Services,Care Spot - Private (3rd),5701,B
