Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Vat Reg No,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,2021-06-01 00:00:00,BSS35504710,DVN00047919,77317.54000000001,DEVON NORSE LTD (NORWICH),273895,785421021,Corporate Services,Service Term Contracts,2201,WGA
18,Devon County Council,2021-06-01 00:00:00,CAPEELOC35505394,REDACTED UNDER DP ACT,880,REDACTED UNDER DP ACT,344292,,Children's Services,Section 17 Payments (3rd),5710,BUSN
18,Devon County Council,2021-06-01 00:00:00,CAPEELOC35505395,REDACTED UNDER DP ACT,1162,REDACTED UNDER DP ACT,286898,188473949,Children's Services,Section 17 Payments (3rd),5710,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513607,64511944,3197.9900000000002,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513608,64511948,5916.02,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513610,64511952,2180.8,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513613,64511956,11634.04,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513615,64511962,3251.87,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513616,64511964,2139.6400000000003,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513617,64511966,3432.2300000000005,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513618,64511969,28404.300000000003,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513619,64511974,1160.85,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513621,64511985,4543.12,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513623,64511987,794.34,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513624,64511990,2227.58,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513626,64511992,3516.36,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513627,64511993,5692.95,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513629,64511998,653.51,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513630,64512000,2050.5299999999997,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513632,64512003,5883.61,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513633,64512008,2745.32,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513634,64512010,878.0400000000001,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513635,64512011,1325.6599999999999,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513636,64512022,1794.7699999999998,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513637,64512025,935.1800000000001,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513638,64512028,1801.3100000000002,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513639,64512035,3412.3500000000004,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513640,64512036,1625.56,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513642,64512046,8867.539999999999,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513643,64512047,955.1400000000001,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513644,64512048,1044.3000000000002,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513645,64512049,2000.24,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513646,64512051,1172.36,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513647,64512053,950.5099999999999,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513649,64512056,1423.1799999999998,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513650,64512058,2380.61,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513652,64512065,956.2,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513654,64512068,3270.92,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513655,64512073,3241.01,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513656,64512086,1205.84,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513658,64512096,705.9200000000001,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513659,64512124,2366.3,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513660,64512126,9733.19,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513663,64512172,510.35999999999996,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513664,64512174,1315.77,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513667,64512181,1754.33,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513668,64512184,2357.21,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513669,64512186,28328.059999999998,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513670,64512191,1526.33,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513671,64512196,1316.28,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CDWM35513673,64512799,5251.99,WSP UK LTD,85394,905054942,Capital Spending,Infrastructure WSP Design,C402,LTD
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521234,REDACTED UNDER DP ACT,4675.32,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521235,REDACTED UNDER DP ACT,5297.08,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521236,REDACTED UNDER DP ACT,6398.28,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521237,REDACTED UNDER DP ACT,5894.72,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521238,REDACTED UNDER DP ACT,8882.84,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521239,REDACTED UNDER DP ACT,4532.84,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521241,REDACTED UNDER DP ACT,11655.76,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521242,REDACTED UNDER DP ACT,5902.24,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521243,REDACTED UNDER DP ACT,4247.92,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521244,REDACTED UNDER DP ACT,7777.44,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
18,Devon County Council,2021-06-01 00:00:00,CFADDAY35521246,REDACTED UNDER DP ACT,2951.68,AGENCY ASSISTANCE,87496,754992187,Adult Care & Health,Individualised Support - Private (3rd),5706,SOLE
