Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Vat Reg No,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,2023-10-02 00:00:00,ACOH18400310,CF28250 FEB 23,-4680.5,NEWCROSS HEALTHCARE SOLUTIONS,179077,825090736,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,2023-10-02 00:00:00,CAPEELOC36502863,REDACTED UNDER DP ACT,1123.3999999999999,REDACTED UNDER DP ACT,321040,104878015,Children's Services,S17 - Support for Children in Need,5710,LTD
18,Devon County Council,2023-10-02 00:00:00,CAPEELOC36502864,REDACTED UNDER DP ACT,1123.3999999999999,REDACTED UNDER DP ACT,321040,104878015,Children's Services,S17 - Support for Children in Need,5710,LTD
18,Devon County Council,2023-10-02 00:00:00,CAPEELOC36502865,REDACTED UNDER DP ACT,500,REDACTED UNDER DP ACT,373641,,Children's Services,S17 - Support for Children in Need,5710,INDV
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530895,REDACTED UNDER DP ACT,525.12,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530899,REDACTED UNDER DP ACT,1225.28,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530900,REDACTED UNDER DP ACT,1225.28,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530901,REDACTED UNDER DP ACT,1837.92,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530902,REDACTED UNDER DP ACT,2275.52,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530903,REDACTED UNDER DP ACT,1225.28,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530904,REDACTED UNDER DP ACT,1366.4,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530905,REDACTED UNDER DP ACT,1093.12,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530906,REDACTED UNDER DP ACT,1837.92,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530907,REDACTED UNDER DP ACT,1225.28,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530908,REDACTED UNDER DP ACT,1225.28,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530909,REDACTED UNDER DP ACT,1837.92,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530910,REDACTED UNDER DP ACT,525.12,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530911,REDACTED UNDER DP ACT,700.16,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530912,REDACTED UNDER DP ACT,1662.88,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530913,REDACTED UNDER DP ACT,1219.2,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530915,REDACTED UNDER DP ACT,831.44,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530916,REDACTED UNDER DP ACT,656.4,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530917,REDACTED UNDER DP ACT,787.68,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530918,REDACTED UNDER DP ACT,612.64,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530921,REDACTED UNDER DP ACT,525.12,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530922,REDACTED UNDER DP ACT,558.04,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530923,REDACTED UNDER DP ACT,525.12,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530926,REDACTED UNDER DP ACT,525.12,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530931,REDACTED UNDER DP ACT,525.12,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530932,REDACTED UNDER DP ACT,1996.12,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530933,REDACTED UNDER DP ACT,3104.92,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530934,REDACTED UNDER DP ACT,3104.92,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530935,REDACTED UNDER DP ACT,2522.52,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530936,REDACTED UNDER DP ACT,3299.24,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530937,REDACTED UNDER DP ACT,2362.76,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530938,REDACTED UNDER DP ACT,2362.76,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530939,REDACTED UNDER DP ACT,2362.76,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530940,REDACTED UNDER DP ACT,4317.6,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530941,REDACTED UNDER DP ACT,4065.36,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530942,REDACTED UNDER DP ACT,2639.68,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530943,REDACTED UNDER DP ACT,4262.08,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530944,REDACTED UNDER DP ACT,1932,ORCHARDVIEW CARE SERVICES LTD,89507,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2023-10-02 00:00:00,CFADDAY36530945,REDACTED UNDER DP ACT,1950.4,ASHDOWN RESDNTL HME/CARMEL CARE,90646,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
