Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Vat Reg No,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,2020-05-01 00:00:00,ACHMH35000050,AWC-010420004,3823.72,ATLANTIC WAY CARE LIMITED,357145,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,2020-05-01 00:00:00,ACHMH35000053,INV-0038,647.72,BLACK SWAN CARE LTD,348852,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2020-05-01 00:00:00,ACOH35000941,INV-1879,4491,SAINTHILL HOUSE LTD,90591,,Adult Care & Health,External Agency Staff,4321,B
18,Devon County Council,2020-05-01 00:00:00,ACOH35001021,PPE 01.20,1295.7,COURTESY CARE,90568,,Adult Care & Health,Health & Safety Equipment,4007,BUSN
18,Devon County Council,2020-05-01 00:00:00,ACOH35001022,0980,2388,YOUR CHOICE DEVON LTD,348473,,Adult Care & Health,Health & Safety Equipment,4007,B
18,Devon County Council,2020-05-01 00:00:00,ACOH35001023,PPEAPRBIDNA,1049.7,LYCETTE CARE ASSOCIATES,90921,,Adult Care & Health,Health & Safety Equipment,4007,BUSN
18,Devon County Council,2020-05-01 00:00:00,ACOH35001024,549,1340,HOME INSTEAD (TAVISTOCK),358475,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,2020-05-01 00:00:00,ACOH35001034,SMEVANS,610.53,REDACTED UNDER DP ACT,368552,,Adult Care & Health,Contributions to Private Contractors (3r,5751,INDV
18,Devon County Council,2020-05-01 00:00:00,BSS35001604,INVWB1054,4800,BATSTONE,215935,790629010,Corporate Services,Legal Fees & Disbursements,4314,SOLE
18,Devon County Council,2020-05-01 00:00:00,D4EMRGCY99920004,002807,25000,GREENDALE FARM SHOP,6668,141261508,Non Service Ledger,Rents & other landlord charges payable,2321,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ18105985,5244,-1388.75,ISS MEDICLEAN LIMITED,292004,417115775,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ18105986,5561,-1885.81,ISS MEDICLEAN LIMITED,292004,417115775,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ18105987,SC0005562,-2787.82,ISS MEDICLEAN LIMITED,292004,417115775,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229578,48489,1050,BARTLETT K F LTD(EXETER),84133,140849075,Children's Services,Other Building Maintenance,2251,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229585,DVN00042984,7439.9,DEVON NORSE LTD (NORWICH),273895,785421021,Children's Services,Cleaning Services,2601,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229590,50898,445,REDPATH BUCHANAN J & CO LTD,237230,235610877,Children's Services,Other Building Maintenance,2251,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229592,0069 5675 00,1579.33,SOUTH WEST WATER ***BUSINESS***,344710,236873674,Children's Services,Water Charges,2361,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229593,INV-1349,435.80000000000007,T Q R EXETER LTD,363453,309829181,Children's Services,External Agency Staff,4321,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229594,INV-1359,438.21000000000004,T Q R EXETER LTD,363453,309829181,Children's Services,External Agency Staff,4321,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229608,DEI015953,2568.98,DEVON NORSE LTD (NORWICH),273895,785421021,Children's Services,Catering Services inc Pupil Meals,4101,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229612,1069980523,536.02,SOUTH WEST WATER ***BUSINESS***,344710,236873674,Children's Services,Water Charges,2361,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229617,34247,974.2399999999999,TALK STRAIGHT GROUP LTD,323364,526062172,Children's Services,IT Software,4512,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229621,400901070284A,558,HEWLETT PACKARD INT BANK PLC,332621,,Children's Services,Learning Resources exc. IT Equipment,4401,PLC
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229623,163403750,1041.43,OXFORD UNIVERSITY PRESS,17404,227198351,Children's Services,Learning Resources exc. IT Equipment,4401,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229624,16897,485,T M E SOUTH WEST LTD,65059,656151929,Children's Services,IT Services (Schools),4372,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229649,INV-0435,1456,SAINTS SOUTHWEST,342630,,Children's Services,External Agency Staff,4321,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229655,3527095,666.66,ISS MEDICLEAN LIMITED,292004,417115775,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229656,3528175,666.66,ISS MEDICLEAN LIMITED,292004,417115775,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229657,3528881,8008.35,ISS MEDICLEAN LIMITED,292004,417115775,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229658,NACS167,1525,NEWTON ABBOT ACADEMY TRUST,280712,133488506,Children's Services,IT Licences,4513,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229659,004/21/0048131,586.5,P E A C UK LTD,167265,249363090,Children's Services,Printing & Design,4201,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229666,36506,6248.37,FRESHA LTD,151952,812476339,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229675,TESI 277,9776.3,TEIGNMOUTH EDUCATIONAL SERVICES,302243,154774584,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229677,DEI015763,1661.54,DEVON NORSE LTD (NORWICH),273895,785421021,Children's Services,Catering Services inc Pupil Meals,4101,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229679,295234,1212.36,I T E C CONNECT LTD,194917,496592289,Children's Services,Printing & Design,4201,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229681,191095,649,SCHOOLCOMMS,216161,803814742,Children's Services,Bank & Cash Charges,4205,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229691,ESP1422,815,EXETER SUPPLY PARTNERSHIP,339740,256362790,Children's Services,External Agency Staff,4321,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229692,0000031002,5970.43,SOUTH WEST GRID FOR LEARNING,187948,880861888,Children's Services,ICT Learning Resources (Schools Only),4541,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229693,LDPSI00068486,754,BABCOCK LEARNING & DEVELOPMENT,290161,209852394,Children's Services,Finance & Accountancy Services (Schools),4371,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229694,LDPSI00068577,19031.57,BABCOCK LEARNING & DEVELOPMENT,290161,209852394,Children's Services,Finance & Accountancy Services (Schools),4371,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229707,37594,3450.2299999999996,GLEN CLEANING COMPANY LTD,79190,357835908,Children's Services,Cleaning Services,2601,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229708,0000170809/2020,485.91,GRENKE LEASING LTD,252569,803892226,Children's Services,Printing & Design,4201,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229709,0000170890/2020,639,GRENKE LEASING LTD,252569,803892226,Children's Services,Printing & Design,4201,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229716,12896-15958,1007.9999999999999,PREMIER SPORT (SHROPHAM),200173,270449403,Children's Services,Other professional Services Schools,4377,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229717,62677,478.99999999999994,PRIMARYSITE LTD,207092,827234824,Children's Services,IT Licences,4513,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229722,0000031159,2674.1099999999997,SOUTH WEST GRID FOR LEARNING,187948,880861888,Children's Services,ICT Learning Resources (Schools Only),4541,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229725,29079-24324-CP,6681,TEACHER ABSENCE LTD,316034,,Children's Services,Employee related Insurance externally pr,1830,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229726,30040930O,38400,TEIGNBRIDGE DISTRICT COUNCIL,4872,142214023,Children's Services,Rates,2341,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229730,SI-0222882,453.20000000000005,YORKSHIRE PURCHASING ORGANISATN,200515,642720651,Children's Services,Learning Resources exc. IT Equipment,4401,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229731,SI3528878,10351.2,ISS MEDICLEAN LIMITED,292004,417115775,Children's Services,Catering Services inc Pupil Meals,4101,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229736,1190353,747.07,ANNODATA BUSINESS COMMUNICATIONS,231672,766040436,Children's Services,Printing & Design,4201,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229738,1193952,478.31000000000006,ANNODATA BUSINESS COMMUNICATIONS,231672,766040436,Children's Services,Printing & Design,4201,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229744,08-009968,746.6899999999999,N P S SOUTH WEST LTD,208644,823853519,Children's Services,Legal Advice (Schools),4375,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229745,192428,551,PARENT PAY LIMITED,213043,803814742,Children's Services,IT Licences,4513,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229746,INV-15177,1860,COSMIC (HONITON),103322,684759473,Children's Services,IT Services (Schools),4372,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229750,1069884020,2354.73,SOUTH WEST WATER ***BUSINESS***,344710,236873674,Children's Services,Water Charges,2361,BUSN
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229763,01857736,821.55,ARGOS BUSINESS SOLUTIONS_LTD,67575,396666880,Children's Services,Catering Equipment,4008,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229768,LDPSI00067975,555,BABCOCK LEARNING & DEVELOPMENT,290161,209852394,Children's Services,Training,1802,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229770,LDPSI00068661,8702,BABCOCK LEARNING & DEVELOPMENT,290161,209852394,Children's Services,Other professional Services Schools,4377,WGA
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229772,40829,454.25,BRITE SERVICES LTD,204614,701035987,Children's Services,External Agency Staff,4321,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229773,40838,508.76,BRITE SERVICES LTD,204614,701035987,Children's Services,External Agency Staff,4321,LTD
18,Devon County Council,2020-05-01 00:00:00,EXCHEQ35229783,INV-14007,660,EDUCATED RECRUITMENT LIMITED,306186,168293573,Children's Services,External Agency Staff,4321,LTD
