Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Vat Reg No,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,2020-06-01 00:00:00,ACHMH35000136,INV-3062,2307.46,BECKCARE HOMES LTD (WYNNSTAY),156684,900152385,Adult Care & Health,Health & Safety Equipment,4007,BUSN
18,Devon County Council,2020-06-01 00:00:00,ACOH35001501,CB101,3162.24,BURTON HOME CARE,346086,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001524,01,2528.2,TRACEY HOUSE,89074,918316520,Adult Care & Health,Off-Payroll Workers - Expenses,4304,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001528,1PPE-SUMMER,4268.26,SUMMERCOURT RES HOME,87084,,Adult Care & Health,Health & Safety Equipment,4007,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001531,18204,2689.2,TAHER LTD T/A OCEAN HEALTHCARE,346692,776836374,Adult Care & Health,External Agency Staff,4321,LTD
18,Devon County Council,2020-06-01 00:00:00,ACOH35001533,18105,2937.6,TAHER LTD T/A OCEAN HEALTHCARE,346692,776836374,Adult Care & Health,External Agency Staff,4321,LTD
18,Devon County Council,2020-06-01 00:00:00,ACOH35001546,3335,750,PREMIER COMMUNITY SERVICES LTD,236361,,Adult Care & Health,Health & Safety Equipment,4007,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001548,INV-0559,510.9,CHAPTER CARE(NORTH DEVON)LTD,230988,911614553,Adult Care & Health,Health & Safety Equipment,4007,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001549,CVIDAGENCY18152,581.4,CROFT RESIDENTIAL HOME,356100,,Adult Care & Health,External Agency Staff,4321,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001550,MAM0015,1803,STEPPING STONES,316301,,Adult Care & Health,Health & Safety Equipment,4007,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001553,3,1099,FERNBANK RESIDENTIAL HOME,92871,,Adult Care & Health,Off-Payroll Workers - Expenses,4304,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001554,C19MYCARE,10589.96,MY SUPPORT & CARE SERVICES,322067,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001555,3990 C 19,11219.22,PASSMORE CARE SERVICES LTD,164166,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,2020-06-01 00:00:00,ACOH35001556,C19 KAZLUM,15205.79,KAZLUM SUPPORT LTD,234919,979268646,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001557,1,5913.15,DAY SUSAN RESIDENTIAL HOME,89018,,Adult Care & Health,Health & Safety Equipment,4007,B
18,Devon County Council,2020-06-01 00:00:00,ACOH35001560,19027,5500,WEST HEANTON RESIDENTIAL HOME,87009,,Adult Care & Health,Health & Safety Equipment,4007,B
18,Devon County Council,2020-06-01 00:00:00,CAPEELOC18100600,863034CRN,-17112.5,I R G ADVISORS LLP,348335,991244896,Children's Services,Iterim Management (External Agency),4322,LLP
18,Devon County Council,2020-06-01 00:00:00,CDWM35009737,BPO0420162,2010.9699999999998,JACOBS UK LTD_(GLASGOW),212571,624298920,Capital Spending,Infra REP Jacobs design fees,C401,LTD
18,Devon County Council,2020-06-01 00:00:00,CFADDAY35016833,REDACTED UNDER DP ACT,575.8,AGE UK MID DEVON,25403,,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
