Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Vat Reg No,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,2024-11-01 00:00:00,CAPEYS18501298,EYP000000198223,-882,ELDERFLOWER KINDERGARTEN LTD,367025,,Children's Services,Dedicated Schools Grant,9050,EY
18,Devon County Council,2024-11-01 00:00:00,CAPEYS18501299,EYP000000198224,-882,ELDERFLOWER KINDERGARTEN LTD,367025,,Children's Services,Dedicated Schools Grant,9050,EY
18,Devon County Council,2024-11-01 00:00:00,CAPEYS37008470,SUMMER 24 01,39554.8,KIDDI CARU EXETER,118420,,Children's Services,"Grants & Cont to Vol, comm & soc ent",5501,EY
18,Devon County Council,2024-11-01 00:00:00,CAPEYS37008471,SUMMER 24 02,80874.4,KIDDI CARU NURSERY,170855,,Children's Services,"Grants & Cont to Vol, comm & soc ent",5501,EY
18,Devon County Council,2024-11-01 00:00:00,CAPEYS37008472,SUMMER FC 03,44092,KIDDI CARU (MATFORD GREEN),344665,,Children's Services,"Grants & Cont to Vol, comm & soc ent",5501,BUSN
18,Devon County Council,2024-11-01 00:00:00,CAPEYS37008473,SUMMER FC 04,2589.6,ELDERFLOWER KINDERGARTEN LTD,367025,,Children's Services,"Grants & Cont to Vol, comm & soc ent",5501,EY
18,Devon County Council,2024-11-01 00:00:00,CAPEYS37008474,SUMMER FC 05,979.8,NURTURE IN NATURE LTD,371879,,Children's Services,"Grants & Cont to Vol, comm & soc ent",5501,LTD
18,Devon County Council,2024-11-01 00:00:00,CFADDAY37032893,REDACTED UNDER DP ACT,12002.72,GUINNESS CARE & SUPPORT,34218,603998709,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2024-11-01 00:00:00,CFADDAY37032894,REDACTED UNDER DP ACT,6389.76,TOUCHBASE PEARS,76729,524704461,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
18,Devon County Council,2024-11-01 00:00:00,CFADDAY37032895,REDACTED UNDER DP ACT,6389.76,TOUCHBASE PEARS,76729,524704461,Adult Care & Health,Care Spot - Private (3rd),5701,BUSN
