Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Reg no,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,03/05/2011,EXCHEQ20041007,1000932552,724.75,HAYS EDUCATION,138542,773695871,Children & Younger Persons,Supply Teachers / non contract hours - P,1020,BUSN
18,Devon County Council,03/05/2011,FNEXMHLD20244914,596794,614.11,NEWCROSS HEALTHCARE SOLUTIONS,179077,825090736,Adult & Community Services,NJC Management & Support - Pay,1050,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040933,HCC04/11,584.4,BETTS,232549,,Children & Younger Persons,Non contract staff paid by claim - Pay,1071,INDV
18,Devon County Council,03/05/2011,EXCHEQ20040920,2417/12543,500,A S C L,192891,466302651,Children & Younger Persons,Training inc Travel Costs,1802,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20041090,1000970489,470.25,HAYS EDUCATION,138542,773695871,Children & Younger Persons,Training inc Travel Costs,1802,BUSN
18,Devon County Council,03/05/2011,HQ20261455,9018,2786,L S S CONSULTANTS,224394,,"Environment, Economy & Culture",Training inc Travel Costs,1802,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040260,11/030,1325,LONG ROB EDUCATION WORKS,82390,785659268,Children & Younger Persons,Training inc Travel Costs,1802,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20041093,1100067693,495,ST JOHN AMBULANCE (EXETER),16107,564553916,Children & Younger Persons,Training inc Travel Costs,1802,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040146,1404,500,ITS LEARNING UK LIMITED,199530,927582688,Children & Younger Persons,Training inc Travel Costs,1802,LTD
18,Devon County Council,03/05/2011,EXCHEQ20040294,1538,500,LEARNING CENTRAL LTD,274791,901565346,Children & Younger Persons,Training inc Travel Costs,1802,LTD
18,Devon County Council,03/05/2011,EXCHEQ20040043,DNP /MDTION,425,RED EARTH CONSULTANCY LTD,277569,941657605,Children & Younger Persons,Training inc Travel Costs,1802,LTD
18,Devon County Council,03/05/2011,EXCHEQ20040945,TA8975/P1,23922.96,SCHOOLS ADVISORY SERVICE,70268,,Children & Younger Persons,Employee related Insurance externally pr,1830,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040726,TA4946/P1,5993.23,SCHOOLS ADVISORY SERVICE,70268,,Children & Younger Persons,Teacher supply cover insurance,1831,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040531,10450-13708,2547,ABSENCE PROTECTION LTD,244040,,Children & Younger Persons,Teacher supply cover insurance,1831,LTD
18,Devon County Council,03/05/2011,EXCHEQ20040073,BLAC07SS01,1888.6,HARRINGTON BATES LTD,70170,,Children & Younger Persons,Teacher supply cover insurance,1831,LTD
18,Devon County Council,03/05/2011,EXCHEQ20040602,11903,1600,CLARKE S E L / CONSTRUCTION,267944,321013432,Children & Younger Persons,Other Building Maintenance,2251,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20041000,1304,751.25,COUNTY ROADWAYS,205633,880016346,Children & Younger Persons,Other Building Maintenance,2251,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20041061,064,860,HOMEWORKS HANDYMAN SERVICES,255294,,Children & Younger Persons,Other Building Maintenance,2251,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040340,JLEXH002,855,LOCK JAMES / GROUNDS MAINTENANCE,268737,,Children & Younger Persons,Other Building Maintenance,2251,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040672,6736,3075,NORTH DEVON FLOORING,72825,,Children & Younger Persons,Other Building Maintenance,2251,BUSN
18,Devon County Council,03/05/2011,EXCHEQ20040870,10434,424.35,CAMBS-PAT (UK) LTD,252746,834945890,Children & Younger Persons,Other Building Maintenance,2251,LTD
18,Devon County Council,03/05/2011,EXCHEQ20040929,7195,814,INDEPENDENT FIRE AND SECURTIY,241121,794898244,Children & Younger Persons,Other Building Maintenance,2251,LTD
